FechaPublicacion,Etapa,FechaInicio,FechaFin,Caso,NombreCaso,CodigoAreaOperativa,AportesProyectados,AnioEstudio,SemanaEstudio
2023-10-10,101,2025-04-21,2025-04-27,Estocastico,Percentil 95,Are0002,77593344.0,2023,21
2023-10-10,101,2025-04-21,2025-04-27,Estocastico,Promedio,Are0012,20259190.0,2023,21
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0127,274800.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Promedio,Are0127,1977102.75,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso5,H16-18,Are0127,2185142.75,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso3,HEsperado,Are0127,1515285.75,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso2,H10-12,Are0127,7462285.5,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso1,H92-94,Are0127,3479285.75,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso4,HContingencia,Are0127,1991428.625,2024,14
2025-03-16,5,2025-04-14,2025-04-20,Caso3,H18-20,Are0056,85175984.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso1,H94-96,Are0056,27097528.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso4,HEsperado,Are0056,56417556.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0056,19335856.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0056,19335856.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Promedio,Are0056,49436352.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso2,H15-17,Are0056,48418428.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso5,HContingencia,Are0056,51651032.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso3,H18-20,Are0127,2530614.25,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso1,H94-96,Are0127,3617028.5,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso4,HEsperado,Are0127,3357385.75,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0127,363400.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0127,363400.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Promedio,Are0127,2642229.5,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso2,H15-17,Are0127,2502157.25,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso5,HContingencia,Are0127,2729900.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso3,H18-20,Are0010,290100000.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso1,H94-96,Are0010,271514272.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso4,HEsperado,Are0010,243300000.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0010,435742848.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0010,131145712.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Promedio,Are0010,247510288.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso2,H15-17,Are0010,221914288.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso5,HContingencia,Are0010,160828576.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso3,H18-20,Are0128,44890400.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso1,H94-96,Are0128,53433716.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso4,HEsperado,Are0128,41824320.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0128,24298220.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0128,24298220.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Promedio,Are0128,47047856.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso2,H15-17,Are0128,32744986.0,2025,11
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0127,274800.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso4,HContingencia,Are0002,117753136.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso1,H92-94,Are0002,89281464.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso2,H10-12,Are0002,336108512.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso3,HEsperado,Are0002,118913160.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso5,H16-18,Are0002,117837560.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Promedio,Are0002,117387376.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0002,43258384.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0002,43258384.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso4,HContingencia,Are0012,18250000.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso1,H92-94,Are0012,16925714.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso2,H10-12,Are0012,63740000.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso3,HEsperado,Are0012,15720000.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso5,H16-18,Are0012,18587142.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Promedio,Are0012,17166992.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0012,3762857.25,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0012,3762857.25,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso4,HContingencia,Are0056,28437228.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso1,H92-94,Are0056,30718762.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso2,H10-12,Are0056,97796800.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso3,HEsperado,Are0056,58993040.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso5,H16-18,Are0056,28651528.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Promedio,Are0056,40914824.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0056,13164109.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0056,13164109.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso4,HContingencia,Are0128,42212744.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso1,H92-94,Are0128,37082860.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso2,H10-12,Are0128,73548416.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso3,HEsperado,Are0128,39883916.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso5,H16-18,Are0128,44173784.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Promedio,Are0128,38747156.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0128,16716529.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0128,16716529.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso4,HContingencia,Are0010,208642864.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso1,H92-94,Are0010,177485712.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso2,H10-12,Are0010,578657152.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso3,HEsperado,Are0010,235028576.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Caso5,H16-18,Are0010,211428576.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Promedio,Are0010,216192688.0,2024,14
2024-08-11,36,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0127,290442.875,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso1,H92-94,Are0002,88976472.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso3,HEsperado,Are0002,126202208.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso1,H92-94,Are0012,17091428.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso3,HEsperado,Are0012,16742857.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso1,H92-94,Are0056,30558408.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso3,HEsperado,Are0056,51104600.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso1,H92-94,Are0128,36239320.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso3,HEsperado,Are0128,41827044.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso1,H92-94,Are0010,176500000.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso3,HEsperado,Are0010,237271424.0,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso1,H92-94,Are0127,3638857.25,2024,32
2024-08-11,36,2025-04-14,2025-04-20,Caso3,HEsperado,Are0127,1397614.25,2024,32
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Promedio,Are0002,83172936.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0002,51703556.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0002,51703556.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso2,H15-17,Are0002,112218936.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso4,HEsperado,Are0002,116019856.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso5,HContingencia,Are0002,116173168.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso1,H94-96,Are0002,160237840.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso3,H18-20,Are0002,135989632.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Promedio,Are0010,169604080.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0010,104402856.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0010,306742848.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso2,H15-17,Are0010,219585712.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso4,HEsperado,Are0010,225685712.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso5,HContingencia,Are0010,226457136.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso1,H94-96,Are0010,269800000.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso3,H18-20,Are0010,292642848.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Promedio,Are0128,42551624.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0128,23972492.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0128,23972492.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso2,H15-17,Are0128,32411186.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso4,HEsperado,Are0128,44502128.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso5,HContingencia,Are0128,44540272.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso1,H94-96,Are0128,53144344.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso3,H18-20,Are0128,45193616.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Promedio,Are0127,2795693.25,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0127,410985.71875,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0127,410985.71875,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso2,H15-17,Are0127,1724000.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso4,HEsperado,Are0127,2954000.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso5,HContingencia,Are0127,2820000.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso1,H94-96,Are0127,2589714.25,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso3,H18-20,Are0127,1721714.25,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Promedio,Are0012,4721130.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0012,3511428.5,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0012,3511428.5,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso2,H15-17,Are0012,24748572.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso4,HEsperado,Are0012,18767142.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso5,HContingencia,Are0012,19492858.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso1,H94-96,Are0012,26717142.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso3,H18-20,Are0012,24237142.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Promedio,Are0056,36362468.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0056,12996664.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0056,12996664.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso2,H15-17,Are0056,48477972.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso4,HEsperado,Are0056,43449256.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso5,HContingencia,Are0056,43436244.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso1,H94-96,Are0056,27108242.0,2025,14
2025-04-06,2,2025-04-14,2025-04-20,Caso3,H18-20,Are0056,85494304.0,2025,14
2025-03-16,5,2025-04-14,2025-04-20,Caso5,HContingencia,Are0002,57423724.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso2,H15-17,Are0002,112329096.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Promedio,Are0002,126575776.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0002,47119976.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0002,47119976.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso4,HEsperado,Are0002,124486824.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso1,H94-96,Are0002,160102720.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso3,H18-20,Are0002,134920832.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso5,HContingencia,Are0012,12845857.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso2,H15-17,Are0012,25918572.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Promedio,Are0012,21808232.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0012,3954571.5,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0012,3954571.5,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso4,HEsperado,Are0012,17215714.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso1,H94-96,Are0012,27262858.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso3,H18-20,Are0012,22578572.0,2025,11
2025-03-16,5,2025-04-14,2025-04-20,Caso5,HContingencia,Are0128,36181680.0,2025,11
2024-03-18,57,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0128,18318964.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso5,H16-18,Are0128,44018616.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso2,H10-12,Are0128,73116840.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso1,H92-94,Are0128,36863104.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso3,HEsperado,Are0010,220228576.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso4,HContingencia,Are0010,209257136.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Estocastico,Promedio,Are0010,216141984.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0010,116204288.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0010,340814272.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso5,H16-18,Are0010,211085712.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso2,H10-12,Are0010,577800000.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso1,H92-94,Are0010,177371424.0,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso3,HEsperado,Are0127,1106542.875,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso4,HContingencia,Are0127,2052142.875,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Estocastico,Promedio,Are0127,2051757.625,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0127,293971.4375,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0127,293971.4375,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso5,H16-18,Are0127,2346142.75,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso2,H10-12,Are0127,7462285.5,2024,11
2024-03-18,57,2025-04-14,2025-04-20,Caso1,H92-94,Are0127,3651714.25,2024,11
2024-04-14,53,2025-04-14,2025-04-20,Caso4,HContingencia,Are0002,117555560.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso1,H92-94,Are0002,89250608.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso3,HEsperado,Are0002,117953600.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Promedio,Are0002,118475328.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0002,49415948.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0002,49415948.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso2,H10-12,Are0002,336040800.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso5,H16-18,Are0002,117839992.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso4,HContingencia,Are0012,18108572.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso1,H92-94,Are0012,16887142.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso3,HEsperado,Are0012,15655714.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Promedio,Are0012,17362722.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0012,3530857.25,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0012,3530857.25,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso2,H10-12,Are0012,63740000.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso5,H16-18,Are0012,18498572.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso4,HContingencia,Are0056,28450000.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso1,H92-94,Are0056,30659920.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso3,HEsperado,Are0056,59540300.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Promedio,Are0056,41238944.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0056,18445778.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0056,18445778.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso2,H10-12,Are0056,97796800.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso5,H16-18,Are0056,28610314.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso4,HContingencia,Are0128,42356172.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso1,H92-94,Are0128,37326432.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso3,HEsperado,Are0128,40824200.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Promedio,Are0128,39154060.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0128,16343016.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0128,16343016.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso2,H10-12,Are0128,73527984.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso5,H16-18,Are0128,44194044.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso4,HContingencia,Are0010,208485712.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso1,H92-94,Are0010,177700000.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso3,HEsperado,Are0010,235428576.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Promedio,Are0010,218169616.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0010,102022856.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0010,402171424.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso2,H10-12,Are0010,578571456.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso5,H16-18,Are0010,211328576.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso4,HContingencia,Are0127,2014857.125,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso1,H92-94,Are0127,3573857.25,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso3,HEsperado,Are0127,1460000.0,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Promedio,Are0127,1938889.875,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0127,271971.4375,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0127,271971.4375,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso2,H10-12,Are0127,7462285.5,2024,15
2024-04-14,53,2025-04-14,2025-04-20,Caso5,H16-18,Are0127,2191714.25,2024,15
2024-05-19,48,2025-04-14,2025-04-20,Caso2,H10-12,Are0002,336467520.0,2024,20
2024-05-19,48,2025-04-14,2025-04-20,Caso3,HEsperado,Are0002,134003824.0,2024,20
2024-05-19,48,2025-04-14,2025-04-20,Caso4,HContingencia,Are0002,117680304.0,2024,20
2024-05-19,48,2025-04-14,2025-04-20,Caso1,H92-94,Are0002,89220440.0,2024,20
2024-05-19,48,2025-04-14,2025-04-20,Estocastico,Promedio,Are0002,114399384.0,2024,20
2024-05-19,48,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0002,43078324.0,2024,20
2024-05-19,48,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0002,43078324.0,2024,20
2024-05-19,48,2025-04-14,2025-04-20,Caso5,H16-18,Are0002,117770304.0,2024,20
2024-05-19,48,2025-04-14,2025-04-20,Caso2,H10-12,Are0012,63740000.0,2024,20
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0010,100861432.0,2024,14
2024-04-07,54,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0010,371114272.0,2024,14
2025-03-23,4,2025-04-14,2025-04-20,Caso2,H15-17,Are0002,112287232.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso1,H94-96,Are0002,159932112.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso5,HContingencia,Are0002,57619048.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso3,H18-20,Are0002,135542160.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso4,HEsperado,Are0002,124622320.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Promedio,Are0002,128030952.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0002,66731676.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0002,66731676.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso2,H15-17,Are0012,25734286.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso1,H94-96,Are0012,27158572.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso5,HContingencia,Are0012,12742000.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso3,H18-20,Are0012,24030000.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso4,HEsperado,Are0012,16642857.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Promedio,Are0012,20866832.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0012,3715428.5,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0012,3715428.5,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso2,H15-17,Are0056,48397716.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso1,H94-96,Are0056,27100098.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso5,HContingencia,Are0056,51727192.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso3,H18-20,Are0056,85240712.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso4,HEsperado,Are0056,56384316.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Promedio,Are0056,47974312.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0056,19544992.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0056,19544992.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso2,H15-17,Are0128,32685314.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso1,H94-96,Are0128,53163456.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso5,HContingencia,Are0128,36324608.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso3,H18-20,Are0128,45021456.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso4,HEsperado,Are0128,41719748.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Promedio,Are0128,47401716.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0128,24670230.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0128,24670230.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso2,H15-17,Are0010,221585712.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso1,H94-96,Are0010,271085728.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso5,HContingencia,Are0010,161114288.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso3,H18-20,Are0010,292371424.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso4,HEsperado,Are0010,242585712.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Promedio,Are0010,246753088.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 5,Are0010,138237136.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Estocastico,Percentil 95,Are0010,400214272.0,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso2,H15-17,Are0127,2485014.25,2025,12
2025-03-23,4,2025-04-14,2025-04-20,Caso1,H94-96,Are0127,3738885.75,2025,12
