FechaPublicacion,Etapa,FechaInicio,FechaFin,Caso,NombreCaso,CodigoAreaOperativa,AportesProyectados,AnioEstudio,MesEstudio
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,39153572.0,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,22198954.0,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,22198954.0,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,42950588.0,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,6169333.5,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,6169333.5,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,15777200.0,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,47766308.0,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,47766308.0,2024,2
2024-02-15,15,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,112464096.0,2024,2
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,673600.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,673600.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2663030.75,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,345466656.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,108293336.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,194416464.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,23834184.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,23834184.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,38423312.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,19103890.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,19103890.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,41603976.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,4412666.5,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,4412666.5,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,15123137.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,39772600.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,39772600.0,2024,11
2024-11-15,6,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,96602816.0,2024,11
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,776733.3125,2024,5
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,776733.3125,2024,5
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2274228.75,2024,5
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,415200000.0,2024,5
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,89760000.0,2024,5
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,208486640.0,2024,5
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,17840344.0,2024,5
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,17840344.0,2024,5
2024-05-16,12,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,38844852.0,2024,5
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,320306656.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0010,313750016.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0012,7233000.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,7432666.5,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Promedio,Are0012,15458047.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Promedio,Are0056,39792600.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0010,137160000.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0002,67253224.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,38034324.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0127,787833.3125,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,853533.3125,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Promedio,Are0002,116513424.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,7432666.5,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,68106720.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0128,24534290.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,28632156.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,17539600.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0127,787833.3125,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0056,26832490.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,27081244.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0056,26832490.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Promedio,Are0128,34238320.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Promedio,Are0010,207977040.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0002,67253224.0,2022,11
2023-10-09,30,2025-04-01,2025-04-30,Coordinado,Promedio,Are0127,1974677.375,2022,11
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,655933.3125,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,655933.3125,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2407247.75,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,398133344.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,104753336.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,212698736.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,20680084.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,20680084.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,39111492.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,22185184.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,22185184.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,42980172.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,6662333.5,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,6662333.5,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,15663977.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,47698352.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,47698352.0,2024,3
2024-03-20,14,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,112535760.0,2024,3
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,668400.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,17242234.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,3507666.75,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,40329748.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,668400.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,413666656.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,20559074.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,17242234.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,3507666.75,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2265468.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,96870000.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,20559074.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,40329748.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,208218832.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,39251096.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,43990620.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,14482570.0,2024,9
2024-09-15,8,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,108228872.0,2024,9
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,653033.3125,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,22826260.0,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,3729000.0,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,58129572.0,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,653033.3125,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,391533344.0,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,24867390.0,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,22826260.0,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,3729000.0,2024,7
2024-07-15,10,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2148043.0,2024,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Promedio,Are0056,38729008.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0002,65280244.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0012,6251333.5,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Promedio,Are0128,35915056.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,982000.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2762523.75,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Promedio,Are0127,1997819.375,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0056,24747426.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Promedio,Are0002,120619400.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,982000.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Promedio,Are0010,212550896.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,18907590.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0002,65280244.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,7484666.5,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,26866426.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0056,24747426.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,27628510.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,27628510.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,26866426.0,2022,7
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,37962028.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0127,731833.3125,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0010,122336664.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,23249748.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0012,5366666.5,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Promedio,Are0002,111533120.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0056,20534510.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Promedio,Are0127,1950051.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Promedio,Are0128,34316136.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,5054000.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,112788712.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,25404764.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0127,731833.3125,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Promedio,Are0010,203916736.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,5054000.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,950500.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,950500.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0002,60368652.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Promedio,Are0012,15875473.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0010,302569984.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,23249748.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,60621252.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Promedio,Are0056,40241804.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,125460000.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0056,20534510.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2359869.25,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,215264560.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0128,22628044.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0002,60368652.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,60621252.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,44165740.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,317233344.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0128,22628044.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,17988526.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,25404764.0,2022,1
2023-10-09,40,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0012,5366666.5,2022,1
2023-10-10,28,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0056,24560236.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,25168620.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0010,320526656.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,323623328.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,37479436.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,68749920.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,26820406.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0056,24560236.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,118079016.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,136733328.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,25168620.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0127,767966.6875,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0127,767966.6875,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0010,137990000.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,26820406.0,2023,1
2023-10-10,28,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,813533.3125,2023,1
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,1075733.375,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,1075733.375,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,3067795.75,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,380066656.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,151390000.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,248639232.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,7846666.5,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,7846666.5,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,19168094.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,71905504.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,71905504.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,124095232.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,27087900.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,27087900.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,44697088.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,29423840.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,29423840.0,2025,4
2025-04-15,1,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,57611156.0,2025,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,717633.3125,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,717633.3125,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2308078.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,421766656.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,94146664.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,212225568.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,18565960.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,18565960.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,39421860.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,22240590.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,22240590.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,45190000.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,4617666.5,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,4617666.5,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,16164137.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,42966840.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,42966840.0,2024,4
2024-04-15,13,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,109141216.0,2024,4
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,697066.6875,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,697066.6875,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2665046.75,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,362766656.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,91410000.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,181316704.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,20758054.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0128,20758054.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,37085072.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,19839796.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,19839796.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,39940148.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0012,3707333.25,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,3707333.25,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Promedio,Are0012,13165507.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,41929860.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,41929860.0,2025,1
2025-01-23,4,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,88460760.0,2025,1
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0127,692733.3125,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,140833328.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,227811392.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0128,23051586.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0010,310806656.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0012,6251333.5,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,331376672.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0012,7484666.5,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,40912064.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,65417244.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0002,65417244.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0127,692733.3125,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0010,131393336.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Promedio,Are0056,42771976.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Promedio,Are0012,15289777.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,122457224.0,2022,7
2023-10-09,34,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0128,23051586.0,2022,7
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Promedio,Are0128,35441668.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0010,144946672.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Promedio,Are0002,120760912.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0010,152470000.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0127,735500.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Promedio,Are0127,2436901.75,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Promedio,Are0128,39942100.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0056,25825874.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0128,27542614.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0010,330663328.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Promedio,Are0010,212364192.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0002,71751080.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0012,7262333.5,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0056,26598800.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Percentil 95,Are0127,735500.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0012,7262333.5,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Promedio,Are0056,40909156.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Percentil 5,Are0056,26598800.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Percentil 5,Are0127,642866.6875,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Coordinado,Percentil 95,Are0128,24270420.0,2022,10
2023-10-09,31,2025-04-01,2025-04-30,Autonomo,Promedio,Are0010,226159072.0,2022,10
